Date;Close(DEGOV3MZ=R);Close(DEGOV6MZ=R);Close(DEGOV1YZ=R);Close(DEGOV2YZ=R);Close(DEGOV3YZ=R);Close(DEGOV4YZ=R);Close(DEGOV5YZ=R);Close(DEGOV6YZ=R);Close(DEGOV7YZ=R);Close(DEGOV8YZ=R);Close(DEGOV9YZ=R);Close(DEGOV10YZ=R);Close(DEGOV15YZ=R);Close(DEGOV20YZ=R);Close(DEGOV30YZ=R)
09-08-2019;-0.617;-0.711;-0.815895;-0.889797;-0.908923;-0.892571;-0.85826;-0.81445;-0.764576;-0.710752;-0.655065;-0.600071;-0.36;-0.209;-0.029
12-08-2019;-0.66;-0.735;-0.828873;-0.900402;-0.918259;-0.902504;-0.868999;-0.826312;-0.777763;-0.725036;-0.671166;-0.617332;-0.381;-0.235;-0.054
13-08-2019;-0.681;-0.758;-0.831984;-0.90065;-0.919365;-0.905755;-0.874499;-0.833683;-0.786428;-0.73567;-0.683395;-0.631563;-0.41;-0.27;-0.093
14-08-2019;-0.699;-0.756;-0.8301;-0.898662;-0.92264;-0.916185;-0.892582;-0.859058;-0.819087;-0.774354;-0.726847;-0.678707;-0.461;-0.325;-0.151
15-08-2019;-0.72;-0.795;-0.868536;-0.942294;-0.966023;-0.960868;-0.940243;-0.91061;-0.874427;-0.833211;-0.788652;-0.743418;-0.532;-0.402;-0.235
16-08-2019;-0.715;-0.792;-0.86659;-0.940024;-0.958476;-0.948639;-0.92351;-0.889248;-0.848325;-0.802439;-0.753525;-0.704064;-0.489;-0.351;-0.179
19-08-2019;-0.727;-0.792;-0.856637;-0.924876;-0.945218;-0.935636;-0.907436;-0.867775;-0.820557;-0.768528;-0.715381;-0.662386;-0.431;-0.278;-0.101
20-08-2019;-0.734;-0.796;-0.867931;-0.933787;-0.959399;-0.956909;-0.935292;-0.901161;-0.857987;-0.809304;-0.757628;-0.705228;-0.469;-0.312;-0.133
21-08-2019;-0.735;-0.786;-0.845555;-0.912442;-0.936534;-0.932617;-0.910758;-0.877267;-0.835957;-0.789109;-0.739178;-0.688559;-0.459;-0.304;-0.144
22-08-2019;-0.723;-0.763;-0.827422;-0.890117;-0.913083;-0.908826;-0.885922;-0.850553;-0.806693;-0.757467;-0.70552;-0.653869;-0.423;-0.269;-0.11
23-08-2019;-0.735;-0.775;-0.848913;-0.917392;-0.939133;-0.934869;-0.913033;-0.879267;-0.837101;-0.789395;-0.738764;-0.687802;-0.451;-0.292;-0.136
26-08-2019;-0.74;-0.776;-0.854085;-0.920436;-0.937097;-0.929218;-0.904709;-0.86884;-0.825006;-0.775896;-0.725152;-0.674087;-0.453;-0.299;-0.144
27-08-2019;-0.733;-0.784;-0.853291;-0.9122;-0.933622;-0.933008;-0.916104;-0.887499;-0.849814;-0.80625;-0.759334;-0.711336;-0.495;-0.348;-0.197
28-08-2019;-0.741;-0.793;-0.850292;-0.910278;-0.934113;-0.935544;-0.920731;-0.894405;-0.859046;-0.81761;-0.772652;-0.726555;-0.525;-0.386;-0.244
29-08-2019;-0.749;-0.804;-0.867174;-0.931489;-0.95079;-0.948435;-0.929625;-0.898134;-0.857272;-0.810477;-0.760856;-0.711664;-0.491;-0.342;-0.189
30-08-2019;-0.759;-0.812;-0.875474;-0.946701;-0.966477;-0.962596;-0.94123;-0.906326;-0.861796;-0.8117;-0.759552;-0.708296;-0.496;-0.338;-0.185
02-09-2019;-0.766;-0.829;-0.874388;-0.949272;-0.969785;-0.967455;-0.947231;-0.912831;-0.868157;-0.817254;-0.764926;-0.712957;-0.488;-0.328;-0.17
03-09-2019;-0.776;-0.821;-0.85878;-0.93191;-0.953726;-0.95276;-0.93436;-0.902355;-0.860256;-0.812797;-0.76342;-0.714498;-0.512;-0.352;-0.198
04-09-2019;-0.758;-0.819;-0.852071;-0.920851;-0.941676;-0.939601;-0.919241;-0.884309;-0.839517;-0.789252;-0.737525;-0.687141;-0.477;-0.315;-0.159
05-09-2019;-0.764;-0.816;-0.828481;-0.894888;-0.912792;-0.903496;-0.873914;-0.829214;-0.774761;-0.715857;-0.656588;-0.600332;-0.366;-0.182;-0.015
06-09-2019;-0.722;-0.786;-0.81779;-0.893664;-0.921277;-0.919731;-0.897699;-0.860462;-0.812706;-0.759232;-0.704143;-0.650736;-0.43;-0.254;-0.09
09-09-2019;-0.728;-0.774;-0.806659;-0.881061;-0.903187;-0.895114;-0.865873;-0.821635;-0.767504;-0.708183;-0.649005;-0.591839;-0.365;-0.181;-0.013
10-09-2019;-0.749;-0.764;-0.796806;-0.868893;-0.888181;-0.876855;-0.8444;-0.797165;-0.739916;-0.678649;-0.61743;-0.558932;-0.323;-0.136;0.032
11-09-2019;-0.725;-0.765;-0.801289;-0.870193;-0.891149;-0.880988;-0.850136;-0.804956;-0.750744;-0.691695;-0.631753;-0.573922;-0.341;-0.153;0.012
12-09-2019;-0.71;-0.706;-0.687187;-0.757133;-0.787833;-0.784751;-0.762084;-0.727148;-0.683627;-0.634725;-0.583289;-0.532468;-0.319;-0.135;0.027
13-09-2019;-0.704;-0.682;-0.683516;-0.750046;-0.766907;-0.752461;-0.720509;-0.677689;-0.62731;-0.572597;-0.516617;-0.462233;-0.229;-0.039;0.121
16-09-2019;-0.707;-0.69;-0.701621;-0.76602;-0.778824;-0.764858;-0.735423;-0.695957;-0.648891;-0.596639;-0.543048;-0.489639;-0.261;-0.077;0.077
17-09-2019;-0.715;-0.69;-0.693051;-0.751137;-0.766027;-0.753324;-0.724865;-0.68652;-0.640528;-0.590119;-0.537727;-0.485511;-0.262;-0.082;0.073
18-09-2019;-0.672;-0.698;-0.714185;-0.764538;-0.777582;-0.767371;-0.743422;-0.710059;-0.669569;-0.623876;-0.57546;-0.526758;-0.314;-0.146;0.008
19-09-2019;-0.704;-0.701;-0.71866;-0.758355;-0.767546;-0.756852;-0.733849;-0.702308;-0.663867;-0.620397;-0.574021;-0.527539;-0.313;-0.151;0.004
20-09-2019;-0.701;-0.703;-0.71519;-0.751628;-0.761557;-0.754079;-0.734791;-0.706792;-0.671341;-0.630134;-0.58539;-0.539802;-0.335;-0.173;-0.019
23-09-2019;-0.71;-0.691;-0.731938;-0.772772;-0.786871;-0.786009;-0.773496;-0.751628;-0.721466;-0.684553;-0.643993;-0.601554;-0.404;-0.249;-0.096
24-09-2019;-0.625;-0.684;-0.735071;-0.77253;-0.787885;-0.790946;-0.782427;-0.764041;-0.73683;-0.703211;-0.665549;-0.626117;-0.434;-0.285;-0.129
25-09-2019;-0.631;-0.681;-0.727957;-0.771424;-0.783745;-0.779509;-0.762854;-0.736532;-0.702767;-0.663809;-0.622298;-0.580556;-0.41;-0.253;-0.101
26-09-2019;-0.636;-0.687;-0.738952;-0.786014;-0.799093;-0.795056;-0.778712;-0.753165;-0.720195;-0.6822;-0.642017;-0.601729;-0.424;-0.27;-0.118
27-09-2019;-0.644;-0.701;-0.752689;-0.802685;-0.815623;-0.80897;-0.788776;-0.758528;-0.720853;-0.67892;-0.635762;-0.593811;-0.408;-0.25;-0.093
30-09-2019;-0.643;-0.689;-0.740811;-0.799426;-0.814621;-0.80947;-0.78948;-0.758304;-0.718951;-0.674858;-0.630322;-0.586881;-0.4;-0.238;-0.077
01-10-2019;-0.646;-0.692;-0.74027;-0.798552;-0.812609;-0.804449;-0.781647;-0.748107;-0.706348;-0.660537;-0.613912;-0.568693;-0.389;-0.229;-0.07
02-10-2019;-0.645;-0.691;-0.740386;-0.800385;-0.813508;-0.803687;-0.779141;-0.743705;-0.70074;-0.653548;-0.605517;-0.559094;-0.362;-0.203;-0.047
04-10-2019;-0.667;-0.695;-0.747049;-0.815463;-0.834667;-0.829691;-0.809437;-0.777865;-0.737663;-0.692179;-0.644754;-0.598296;-0.397;-0.238;-0.082
07-10-2019;-0.654;-0.686;-0.738995;-0.809001;-0.827018;-0.819164;-0.796076;-0.762454;-0.720832;-0.67402;-0.626081;-0.57874;-0.377;-0.224;-0.07
08-10-2019;-0.651;-0.687;-0.748185;-0.818436;-0.839153;-0.833879;-0.812924;-0.781173;-0.740687;-0.694749;-0.646183;-0.597563;-0.398;-0.239;-0.085
09-10-2019;-0.65;-0.675;-0.723179;-0.788485;-0.805863;-0.797245;-0.773908;-0.740518;-0.699554;-0.653183;-0.604203;-0.555385;-0.355;-0.193;-0.034
10-10-2019;-0.654;-0.659;-0.691064;-0.750861;-0.761113;-0.744386;-0.713637;-0.673955;-0.627815;-0.57787;-0.526856;-0.477875;-0.281;-0.115;0.039
11-10-2019;-0.626;-0.646;-0.69516;-0.755212;-0.76254;-0.742789;-0.707954;-0.663418;-0.612241;-0.557718;-0.502999;-0.450833;-0.238;-0.066;0.092
14-10-2019;-0.641;-0.626;-0.674411;-0.734921;-0.745753;-0.729699;-0.699241;-0.660049;-0.614529;-0.564985;-0.515086;-0.466239;-0.258;-0.091;0.064
15-10-2019;-0.648;-0.62;-0.668507;-0.719348;-0.724021;-0.702937;-0.667659;-0.623916;-0.574184;-0.521953;-0.469646;-0.419161;-0.219;-0.047;0.105
16-10-2019;-0.64;-0.623;-0.662671;-0.706968;-0.710421;-0.689094;-0.653291;-0.608172;-0.557191;-0.502975;-0.448428;-0.395973;-0.178;-0.011;0.143
17-10-2019;-0.649;-0.618;-0.656055;-0.699935;-0.704563;-0.685461;-0.653898;-0.614159;-0.568221;-0.518324;-0.46691;-0.417008;-0.208;-0.042;0.11
18-10-2019;-0.641;-0.621;-0.670883;-0.705859;-0.70146;-0.675322;-0.63847;-0.595381;-0.547583;-0.496829;-0.445248;-0.395193;-0.178;-0.009;0.141
21-10-2019;-0.638;-0.618;-0.664425;-0.697455;-0.689584;-0.659699;-0.617597;-0.568204;-0.513879;-0.456965;-0.401155;-0.347449;-0.126;0.046;0.196
22-10-2019;-0.63;-0.625;-0.663047;-0.691248;-0.686232;-0.660042;-0.622339;-0.577847;-0.528316;-0.476597;-0.42464;-0.374104;-0.164;0.004;0.151
23-10-2019;-0.625;-0.622;-0.65827;-0.690591;-0.689527;-0.667111;-0.633507;-0.593074;-0.548035;-0.499884;-0.450693;-0.402515;-0.203;-0.041;0.105
24-10-2019;-0.642;-0.628;-0.67324;-0.701915;-0.699689;-0.677516;-0.644939;-0.605556;-0.560994;-0.513017;-0.463643;-0.415595;-0.21;-0.046;0.1
25-10-2019;-0.649;-0.639;-0.665055;-0.688462;-0.68016;-0.653459;-0.616822;-0.573788;-0.525731;-0.474384;-0.421942;-0.370988;-0.155;0.014;0.16
28-10-2019;-0.674;-0.641;-0.658614;-0.6794;-0.66779;-0.637174;-0.596087;-0.548545;-0.49612;-0.440565;-0.385399;-0.331966;-0.119;0.05;0.199
29-10-2019;-0.653;-0.636;-0.655546;-0.675617;-0.66675;-0.639518;-0.602975;-0.560795;-0.514011;-0.463879;-0.412115;-0.361606;-0.147;0.02;0.168
30-10-2019;-0.651;-0.63;-0.652463;-0.670111;-0.660016;-0.633347;-0.597821;-0.55661;-0.511146;-0.462347;-0.41206;-0.362474;-0.15;0.017;0.166
31-10-2019;-0.655;-0.649;-0.668887;-0.698686;-0.694234;-0.670352;-0.636905;-0.597465;-0.553439;-0.50616;-0.457315;-0.409574;-0.212;-0.049;0.101
01-11-2019;-0.655;-0.648;-0.666934;-0.689286;-0.685052;-0.660976;-0.62514;-0.581897;-0.533528;-0.482226;-0.430281;-0.380174;-0.181;-0.013;0.138
04-11-2019;-0.652;-0.643;-0.661458;-0.6844;-0.678338;-0.650946;-0.610594;-0.562678;-0.510062;-0.454953;-0.400767;-0.348575;-0.141;0.035;0.186
05-11-2019;-0.637;-0.637;-0.649972;-0.674975;-0.666063;-0.635204;-0.59183;-0.541241;-0.48595;-0.42933;-0.373538;-0.32041;-0.099;0.073;0.224
06-11-2019;-0.638;-0.617;-0.642413;-0.669929;-0.659761;-0.628663;-0.587085;-0.539313;-0.487808;-0.434061;-0.380188;-0.328339;-0.129;0.039;0.189
07-11-2019;-0.636;-0.624;-0.622218;-0.641983;-0.620942;-0.57904;-0.529213;-0.475365;-0.419163;-0.36215;-0.306011;-0.253193;-0.031;0.14;0.289
08-11-2019;-0.627;-0.625;-0.633539;-0.648719;-0.628516;-0.589402;-0.541509;-0.489009;-0.43364;-0.377198;-0.321679;-0.269274;-0.053;0.113;0.261
11-11-2019;-0.625;-0.616;-0.635853;-0.644871;-0.621563;-0.579854;-0.529454;-0.474804;-0.417547;-0.359208;-0.302902;-0.249399;-0.03;0.136;0.282
12-11-2019;-0.629;-0.624;-0.63969;-0.65137;-0.627993;-0.58559;-0.53407;-0.477839;-0.41836;-0.358499;-0.300208;-0.245369;-0.045;0.12;0.27
13-11-2019;-0.629;-0.618;-0.64952;-0.663084;-0.64752;-0.612706;-0.568033;-0.517826;-0.464513;-0.409408;-0.354511;-0.302025;-0.092;0.066;0.215
14-11-2019;-0.625;-0.623;-0.659438;-0.680782;-0.669795;-0.63987;-0.600359;-0.554767;-0.50482;-0.452233;-0.399021;-0.348178;-0.152;0.002;0.15
15-11-2019;-0.633;-0.622;-0.657019;-0.671646;-0.660544;-0.63139;-0.591349;-0.544668;-0.493533;-0.439935;-0.386075;-0.334602;-0.131;0.026;0.174
18-11-2019;-0.635;-0.623;-0.644583;-0.666357;-0.656727;-0.627609;-0.587897;-0.54216;-0.492175;-0.439395;-0.386867;-0.335952;-0.13;0.026;0.176
19-11-2019;-0.627;-0.629;-0.65504;-0.672655;-0.659967;-0.629017;-0.58902;-0.543974;-0.494717;-0.443218;-0.391069;-0.340388;-0.132;0.027;0.176
20-11-2019;-0.618;-0.627;-0.660385;-0.677421;-0.664999;-0.635311;-0.59666;-0.552669;-0.504975;-0.454387;-0.402666;-0.352244;-0.143;0.013;0.165
21-11-2019;-0.619;-0.622;-0.646349;-0.659449;-0.642818;-0.610146;-0.570117;-0.525534;-0.477279;-0.426321;-0.37419;-0.323834;-0.121;0.036;0.186
22-11-2019;-0.622;-0.628;-0.652737;-0.666521;-0.655688;-0.630307;-0.59606;-0.5558;-0.5105;-0.461467;-0.410714;-0.361191;-0.159;-0.003;0.147
25-11-2019;-0.627;-0.63;-0.653533;-0.662453;-0.650553;-0.62561;-0.591163;-0.550053;-0.503477;-0.452738;-0.401006;-0.350026;-0.142;0.015;0.167
26-11-2019;-0.63;-0.63;-0.658165;-0.666163;-0.658676;-0.638299;-0.607987;-0.570265;-0.526012;-0.477479;-0.426736;-0.376387;-0.167;-0.009;0.142
27-11-2019;-0.655;-0.629;-0.652292;-0.665165;-0.654586;-0.631801;-0.600077;-0.561735;-0.517317;-0.468856;-0.418458;-0.368879;-0.172;-0.016;0.134
28-11-2019;-0.663;-0.633;-0.654989;-0.666824;-0.656771;-0.633058;-0.600263;-0.560616;-0.515366;-0.466086;-0.414886;-0.365179;-0.162;-0.007;0.143
29-11-2019;-0.661;-0.638;-0.646749;-0.657699;-0.647647;-0.623203;-0.589265;-0.548775;-0.502962;-0.4533;-0.401897;-0.351766;-0.161;-0.01;0.138
02-12-2019;-0.664;-0.638;-0.644164;-0.646899;-0.622957;-0.585376;-0.53983;-0.489668;-0.436085;-0.380273;-0.325286;-0.272489;-0.069;0.085;0.232
03-12-2019;-0.678;-0.658;-0.668759;-0.673363;-0.66088;-0.634;-0.596788;-0.552594;-0.502882;-0.450351;-0.397126;-0.34563;-0.142;0.009;0.154
04-12-2019;-0.695;-0.669;-0.667248;-0.669685;-0.653271;-0.621489;-0.579579;-0.530823;-0.477666;-0.421687;-0.365172;-0.310741;-0.097;0.055;0.196
05-12-2019;-0.693;-0.664;-0.662236;-0.651469;-0.631842;-0.599454;-0.557125;-0.507535;-0.453172;-0.396445;-0.339644;-0.285858;-0.078;0.068;0.208
06-12-2019;-0.671;-0.652;-0.66944;-0.655637;-0.633674;-0.599488;-0.555562;-0.505222;-0.450592;-0.393689;-0.336626;-0.282072;-0.063;0.088;0.227
09-12-2019;-0.738;-0.658;-0.67743;-0.669256;-0.649311;-0.616432;-0.573182;-0.522919;-0.467772;-0.409695;-0.352157;-0.296505;-0.08;0.074;0.213
10-12-2019;-0.742;-0.668;-0.676671;-0.664485;-0.644547;-0.611221;-0.56718;-0.515899;-0.459485;-0.40114;-0.342906;-0.286904;-0.068;0.085;0.223
11-12-2019;-0.733;-0.678;-0.68203;-0.672101;-0.654098;-0.623298;-0.582206;-0.533611;-0.480362;-0.424365;-0.367871;-0.313187;-0.095;0.058;0.199
12-12-2019;-0.733;-0.679;-0.671036;-0.651959;-0.622648;-0.58299;-0.535859;-0.4831;-0.426596;-0.368263;-0.309967;-0.254488;-0.042;0.113;0.252
13-12-2019;-0.736;-0.679;-0.679004;-0.658417;-0.630273;-0.592982;-0.548847;-0.500019;-0.447769;-0.393615;-0.339313;-0.287112;-0.074;0.077;0.217
16-12-2019;-0.737;-0.675;-0.676741;-0.653531;-0.625998;-0.587501;-0.540305;-0.487442;-0.430875;-0.372502;-0.315607;-0.26118;-0.054;0.099;0.239
17-12-2019;-0.731;-0.664;-0.685202;-0.6637;-0.638866;-0.602102;-0.555912;-0.503763;-0.447637;-0.390585;-0.334452;-0.28104;-0.078;0.074;0.213
18-12-2019;-0.744;-0.665;-0.692265;-0.657243;-0.624428;-0.581339;-0.529662;-0.472362;-0.412597;-0.352353;-0.293857;-0.239069;-0.03;0.124;0.263
19-12-2019;-0.741;-0.674;-0.6963;-0.65417;-0.619815;-0.573616;-0.520081;-0.461352;-0.400299;-0.339229;-0.279747;-0.225218;-0.017;0.139;0.278
20-12-2019;-0.766;-0.667;-0.700602;-0.655502;-0.62516;-0.581114;-0.527072;-0.467541;-0.40618;-0.345401;-0.286712;-0.232903;-0.025;0.133;0.268
23-12-2019;-0.785;-0.686;-0.6939;-0.654965;-0.621928;-0.576614;-0.522727;-0.4642;-0.404135;-0.344092;-0.2859;-0.231282;-0.018;0.14;0.279
27-12-2019;-0.757;-0.688;-0.701206;-0.648378;-0.616953;-0.576777;-0.527037;-0.471522;-0.412774;-0.353394;-0.295962;-0.241187;-0.028;0.133;0.27
30-12-2019;-0.732;-0.655;-0.676921;-0.625146;-0.580997;-0.529447;-0.471328;-0.40931;-0.34534;-0.282645;-0.222829;-0.167154;0.04;0.202;0.341
02-01-2020;-0.725;-0.649;-0.647172;-0.619591;-0.594244;-0.556036;-0.506455;-0.448837;-0.387296;-0.325303;-0.265429;-0.210431;-0.001;0.159;0.298
03-01-2020;-0.634;-0.63;-0.657892;-0.642418;-0.625469;-0.594869;-0.551227;-0.498621;-0.441179;-0.382421;-0.325039;-0.271426;-0.059;0.101;0.24
06-01-2020;-0.634;-0.627;-0.648439;-0.642594;-0.624908;-0.592873;-0.548779;-0.496598;-0.439748;-0.38105;-0.324181;-0.270168;-0.062;0.103;0.242
07-01-2020;-0.648;-0.634;-0.658054;-0.643165;-0.626192;-0.594802;-0.550135;-0.49657;-0.437769;-0.378027;-0.319631;-0.264336;-0.052;0.113;0.25
08-01-2020;-0.646;-0.614;-0.65007;-0.632066;-0.611291;-0.575685;-0.527711;-0.471784;-0.412282;-0.351721;-0.292357;-0.23611;0;0.167;0.3
09-01-2020;-0.652;-0.622;-0.625349;-0.610982;-0.589578;-0.55043;-0.499178;-0.440842;-0.37946;-0.317785;-0.257603;-0.201235;0.024;0.19;0.322
10-01-2020;-0.642;-0.618;-0.61949;-0.609419;-0.587472;-0.549494;-0.50031;-0.444417;-0.385114;-0.324974;-0.265924;-0.20995;0.006;0.171;0.304
13-01-2020;-0.603;-0.607;-0.610985;-0.597635;-0.574307;-0.532705;-0.478284;-0.417131;-0.353269;-0.2892;-0.227881;-0.16939;0.062;0.232;0.361
14-01-2020;-0.607;-0.605;-0.605492;-0.59519;-0.574952;-0.535802;-0.483669;-0.4247;-0.362693;-0.301369;-0.242078;-0.185735;0.04;0.209;0.34
15-01-2020;-0.601;-0.599;-0.613349;-0.605629;-0.589452;-0.554703;-0.506755;-0.451079;-0.392555;-0.333692;-0.276331;-0.221806;0.001;0.171;0.304
16-01-2020;-0.597;-0.6;-0.613773;-0.607676;-0.593647;-0.560219;-0.513501;-0.458772;-0.400466;-0.341594;-0.283889;-0.229396;-0.015;0.155;0.286
17-01-2020;-0.597;-0.601;-0.614039;-0.606993;-0.591482;-0.557644;-0.510932;-0.456708;-0.399019;-0.340786;-0.28386;-0.229887;-0.009;0.161;0.295
20-01-2020;-0.592;-0.597;-0.609025;-0.602711;-0.587583;-0.554059;-0.507736;-0.454431;-0.397901;-0.340415;-0.284688;-0.230972;-0.015;0.157;0.291
21-01-2020;-0.591;-0.598;-0.59595;-0.59799;-0.593213;-0.568074;-0.528112;-0.479598;-0.426511;-0.372447;-0.318859;-0.266879;-0.049;0.118;0.25
22-01-2020;-0.595;-0.604;-0.596921;-0.603573;-0.598669;-0.574351;-0.535643;-0.487975;-0.436053;-0.382348;-0.328717;-0.276692;-0.059;0.108;0.242
23-01-2020;-0.596;-0.599;-0.614516;-0.622968;-0.622933;-0.603296;-0.569155;-0.525756;-0.477308;-0.426559;-0.375067;-0.324791;-0.103;0.062;0.2
24-01-2020;-0.597;-0.605;-0.618645;-0.629622;-0.632206;-0.614842;-0.582221;-0.540169;-0.493005;-0.443469;-0.393111;-0.34346;-0.129;0.038;0.178
27-01-2020;-0.595;-0.603;-0.6314;-0.650524;-0.658976;-0.648432;-0.6223;-0.585495;-0.542057;-0.494744;-0.446478;-0.397971;-0.185;-0.02;0.12
28-01-2020;-0.598;-0.599;-0.626086;-0.647206;-0.649938;-0.635468;-0.608097;-0.571368;-0.527254;-0.478291;-0.426039;-0.372419;-0.138;0.026;0.165
29-01-2020;-0.596;-0.6;-0.637516;-0.657326;-0.662246;-0.646895;-0.616647;-0.577074;-0.531843;-0.483194;-0.433725;-0.384695;-0.179;-0.013;0.127
30-01-2020;-0.598;-0.606;-0.651047;-0.677471;-0.682306;-0.667947;-0.639921;-0.602864;-0.56024;-0.514367;-0.466756;-0.419564;-0.215;-0.05;0.092
31-01-2020;-0.605;-0.608;-0.653649;-0.695662;-0.706846;-0.695805;-0.669994;-0.634699;-0.59346;-0.548674;-0.502066;-0.455653;-0.247;-0.082;0.062
03-02-2020;-0.605;-0.609;-0.646903;-0.689912;-0.701563;-0.690027;-0.663686;-0.627873;-0.585928;-0.540042;-0.492969;-0.445655;-0.249;-0.084;0.059
04-02-2020;-0.602;-0.601;-0.630679;-0.67162;-0.680876;-0.667807;-0.640073;-0.602721;-0.55886;-0.511715;-0.463015;-0.41432;-0.2;-0.033;0.111
05-02-2020;-0.598;-0.598;-0.625085;-0.66147;-0.6655;-0.647551;-0.615605;-0.574508;-0.528111;-0.478596;-0.427866;-0.377756;-0.152;0.017;0.161
06-02-2020;-0.607;-0.602;-0.621874;-0.648782;-0.651958;-0.635363;-0.606109;-0.567859;-0.523379;-0.474973;-0.424453;-0.374374;-0.162;0.009;0.152
07-02-2020;-0.577;-0.59;-0.628088;-0.655605;-0.660296;-0.645509;-0.617567;-0.580558;-0.537302;-0.490065;-0.440726;-0.391506;-0.181;-0.013;0.13
10-02-2020;-0.601;-0.587;-0.6279;-0.657364;-0.665803;-0.655641;-0.632363;-0.599693;-0.560118;-0.51554;-0.468712;-0.420762;-0.207;-0.04;0.104
11-02-2020;-0.604;-0.6;-0.629115;-0.651726;-0.657055;-0.644946;-0.620037;-0.585531;-0.543696;-0.497523;-0.448884;-0.399589;-0.185;-0.015;0.13
12-02-2020;-0.599;-0.594;-0.631301;-0.648084;-0.650619;-0.637286;-0.611264;-0.575039;-0.531779;-0.483959;-0.433983;-0.384154;-0.176;-0.003;0.141
13-02-2020;-0.607;-0.596;-0.63975;-0.658216;-0.659158;-0.644633;-0.618568;-0.583236;-0.541056;-0.494442;-0.445429;-0.396726;-0.189;-0.018;0.124
14-02-2020;-0.605;-0.596;-0.648143;-0.668443;-0.671022;-0.657456;-0.631583;-0.596041;-0.553445;-0.506474;-0.457467;-0.408897;-0.203;-0.032;0.111
17-02-2020;-0.6;-0.594;-0.643266;-0.664183;-0.668377;-0.655771;-0.630141;-0.594496;-0.551587;-0.503982;-0.455062;-0.406129;-0.201;-0.032;0.111
18-02-2020;-0.602;-0.592;-0.632566;-0.660677;-0.667304;-0.656843;-0.633488;-0.600202;-0.559397;-0.514331;-0.46706;-0.41936;-0.206;-0.034;0.107
19-02-2020;-0.592;-0.596;-0.635749;-0.656973;-0.665573;-0.657443;-0.635677;-0.603099;-0.563091;-0.518266;-0.470972;-0.42335;-0.22;-0.052;0.09
20-02-2020;-0.6;-0.6;-0.637907;-0.659187;-0.668455;-0.663125;-0.645305;-0.617293;-0.581591;-0.540644;-0.496489;-0.451796;-0.258;-0.097;0.04
21-02-2020;-0.598;-0.599;-0.635122;-0.656085;-0.661787;-0.652822;-0.632684;-0.603792;-0.568307;-0.528416;-0.486107;-0.443598;-0.251;-0.094;0.041
24-02-2020;-0.603;-0.61;-0.665694;-0.689225;-0.696548;-0.690528;-0.673009;-0.645983;-0.61171;-0.572403;-0.530999;-0.488744;-0.299;-0.14;-0.003
25-02-2020;-0.605;-0.622;-0.67829;-0.706338;-0.715531;-0.712254;-0.697302;-0.67217;-0.638848;-0.600762;-0.559874;-0.518288;-0.333;-0.175;-0.04
26-02-2020;-0.619;-0.629;-0.684511;-0.709455;-0.719062;-0.714879;-0.697657;-0.669399;-0.632659;-0.590156;-0.545585;-0.500912;-0.317;-0.155;-0.019
27-02-2020;-0.627;-0.647;-0.719739;-0.75281;-0.763271;-0.759565;-0.743878;-0.717846;-0.683611;-0.643943;-0.60146;-0.558183;-0.359;-0.204;-0.066
28-02-2020;-0.645;-0.669;-0.749303;-0.792521;-0.802843;-0.798284;-0.784056;-0.76164;-0.732236;-0.697541;-0.659415;-0.620486;-0.439;-0.29;-0.157
02-03-2020;-0.678;-0.652;-0.782402;-0.837744;-0.846651;-0.835221;-0.812977;-0.782975;-0.74707;-0.707201;-0.666151;-0.625501;-0.454;-0.305;-0.173
03-03-2020;-0.683;-0.661;-0.77218;-0.835399;-0.851781;-0.847763;-0.830611;-0.803118;-0.767951;-0.728009;-0.68641;-0.644985;-0.456;-0.3;-0.168
04-03-2020;-0.689;-0.676;-0.789892;-0.845613;-0.861138;-0.85403;-0.833369;-0.802963;-0.765381;-0.724212;-0.681481;-0.639437;-0.465;-0.307;-0.172
05-03-2020;-0.692;-0.68;-0.797206;-0.865989;-0.888202;-0.883871;-0.865784;-0.838365;-0.803922;-0.765034;-0.724136;-0.683016;-0.515;-0.354;-0.216
06-03-2020;-0.689;-0.72;-0.79484;-0.874319;-0.89836;-0.897388;-0.885288;-0.865431;-0.838945;-0.807475;-0.773029;-0.738309;-0.577;-0.43;-0.293
09-03-2020;-0.726;-0.824;-0.936477;-1.014551;-1.033232;-1.026937;-1.010161;-0.986739;-0.958076;-0.926149;-0.894029;-0.86362;-0.759;-0.63;-0.496
10-03-2020;-0.79;-0.812;-0.89621;-0.969778;-0.989104;-0.983064;-0.966601;-0.94357;-0.915135;-0.883464;-0.851891;-0.82284;-0.717;-0.607;-0.476
11-03-2020;-0.834;-0.865;-0.905382;-0.965121;-0.978585;-0.964175;-0.93901;-0.908235;-0.873252;-0.837162;-0.802632;-0.772632;-0.681;-0.572;-0.444
12-03-2020;-0.805;-0.852;-0.912535;-0.959736;-0.963675;-0.940791;-0.911823;-0.881122;-0.848203;-0.814176;-0.781461;-0.752095;-0.673;-0.559;-0.425
13-03-2020;-0.83;-0.833;-0.90353;-0.940856;-0.922112;-0.871702;-0.817491;-0.765976;-0.717052;-0.671333;-0.630463;-0.596538;-0.456;-0.342;-0.211
16-03-2020;-0.851;-0.853;-0.876496;-0.891083;-0.852696;-0.790422;-0.724839;-0.662311;-0.603708;-0.550411;-0.505444;-0.469725;-0.395;-0.3;-0.167
