Date;Close(DEGOV3MZ=R);Close(DEGOV6MZ=R);Close(DEGOV1YZ=R);Close(DEGOV2YZ=R);Close(DEGOV3YZ=R);Close(DEGOV4YZ=R);Close(DEGOV5YZ=R);Close(DEGOV6YZ=R);Close(DEGOV7YZ=R);Close(DEGOV8YZ=R);Close(DEGOV9YZ=R);Close(DEGOV10YZ=R);Close(DEGOV15YZ=R);Close(DEGOV20YZ=R);Close(DEGOV30YZ=R)
19-02-2019;-0.557;-0.615;-0.597701;-0.578172;-0.533246;-0.465305;-0.382773;-0.292095;-0.196314;-0.099878;-0.005526;0.083783;0.422;0.621;0.779
20-02-2019;-0.571;-0.624;-0.599123;-0.576531;-0.53068;-0.462426;-0.379575;-0.288173;-0.193157;-0.096973;-0.002902;0.085646;0.415;0.614;0.769
21-02-2019;-0.577;-0.616;-0.588917;-0.558766;-0.508234;-0.435819;-0.350748;-0.25923;-0.164341;-0.069031;0.023593;0.110992;0.439;0.636;0.789
22-02-2019;-0.574;-0.621;-0.593213;-0.568622;-0.523528;-0.45722;-0.376174;-0.286857;-0.1933;-0.098627;-0.005694;0.081109;0.408;0.608;0.759
25-02-2019;-0.556;-0.611;-0.592736;-0.564382;-0.516372;-0.447937;-0.36557;-0.275924;-0.182403;-0.087265;0.005015;0.092336;0.426;0.625;0.78
26-02-2019;-0.557;-0.614;-0.586786;-0.55916;-0.510237;-0.44189;-0.359732;-0.269942;-0.176258;-0.081335;0.012355;0.100589;0.438;0.638;0.789
27-02-2019;-0.549;-0.591;-0.576975;-0.547083;-0.491236;-0.415069;-0.326898;-0.232808;-0.137076;-0.041299;0.05192;0.139691;0.465;0.664;0.812
28-02-2019;-0.549;-0.585;-0.57366;-0.535114;-0.472884;-0.391977;-0.301073;-0.204634;-0.105938;-0.007508;0.088068;0.176765;0.505;0.701;0.85
01-03-2019;-0.548;-0.587;-0.56647;-0.530157;-0.469399;-0.390426;-0.300172;-0.204192;-0.105603;-0.007124;0.088408;0.177401;0.507;0.708;0.858
04-03-2019;-0.552;-0.576;-0.567096;-0.534261;-0.477179;-0.400916;-0.313561;-0.221219;-0.126386;-0.030725;0.061569;0.149422;0.485;0.689;0.841
05-03-2019;-0.547;-0.578;-0.567343;-0.534594;-0.475031;-0.396446;-0.308326;-0.215805;-0.120214;-0.024914;0.068144;0.15647;0.495;0.697;0.849
06-03-2019;-0.575;-0.575;-0.576501;-0.549895;-0.496048;-0.423669;-0.340703;-0.251481;-0.159224;-0.06538;0.027462;0.116133;0.461;0.668;0.825
07-03-2019;-0.569;-0.582;-0.592913;-0.577753;-0.533426;-0.468041;-0.39088;-0.305804;-0.215703;-0.123123;-0.030603;0.05763;0.404;0.615;0.775
08-03-2019;-0.568;-0.577;-0.577472;-0.561267;-0.513073;-0.445635;-0.368393;-0.285965;-0.200005;-0.112069;-0.024283;0.060031;0.392;0.6;0.758
11-03-2019;-0.562;-0.572;-0.585865;-0.566812;-0.521723;-0.45713;-0.38098;-0.298562;-0.211744;-0.121867;-0.032972;0.053617;0.401;0.612;0.775
12-03-2019;-0.574;-0.57;-0.588739;-0.571105;-0.525565;-0.460826;-0.384961;-0.302745;-0.215489;-0.126261;-0.036956;0.049841;0.389;0.6;0.763
13-03-2019;-0.58;-0.58;-0.591605;-0.572532;-0.524771;-0.457554;-0.379881;-0.296238;-0.20937;-0.120212;-0.030905;0.055617;0.399;0.614;0.779
14-03-2019;-0.574;-0.572;-0.590242;-0.567694;-0.515914;-0.444352;-0.363664;-0.277745;-0.188688;-0.098177;-0.008135;0.077684;0.415;0.629;0.791
15-03-2019;-0.578;-0.571;-0.587324;-0.562137;-0.511705;-0.44207;-0.361812;-0.276208;-0.187421;-0.097283;-0.008007;0.077154;0.415;0.628;0.791
18-03-2019;-0.571;-0.565;-0.57802;-0.555714;-0.507768;-0.440692;-0.362795;-0.279417;-0.192378;-0.102988;-0.015188;0.069882;0.409;0.621;0.785
19-03-2019;-0.582;-0.571;-0.574122;-0.549357;-0.497522;-0.426475;-0.345157;-0.258924;-0.169302;-0.079534;0.008579;0.092873;0.421;0.635;0.798
20-03-2019;-0.581;-0.569;-0.581199;-0.554886;-0.502164;-0.432599;-0.354377;-0.271377;-0.186076;-0.099413;-0.013481;0.069089;0.403;0.617;0.783
21-03-2019;-0.573;-0.573;-0.593918;-0.574709;-0.527928;-0.462005;-0.387115;-0.307077;-0.223944;-0.139422;-0.055353;0.024856;0.351;0.562;0.725
22-03-2019;-0.578;-0.581;-0.604662;-0.591681;-0.550956;-0.492356;-0.424315;-0.351411;-0.275197;-0.196162;-0.118679;-0.042947;0.28;0.486;0.646
25-03-2019;-0.562;-0.578;-0.603;-0.591848;-0.550674;-0.491314;-0.422441;-0.349172;-0.272898;-0.194237;-0.117026;-0.041423;0.262;0.465;0.624
26-03-2019;-0.559;-0.574;-0.596505;-0.585519;-0.543554;-0.482048;-0.411434;-0.33724;-0.260501;-0.183276;-0.107386;-0.033911;0.268;0.467;0.627
27-03-2019;-0.561;-0.585;-0.626153;-0.635745;-0.606277;-0.551848;-0.484443;-0.408966;-0.330142;-0.249752;-0.170285;-0.094344;0.218;0.422;0.588
28-03-2019;-0.567;-0.581;-0.618427;-0.622425;-0.589582;-0.532836;-0.464628;-0.391112;-0.314399;-0.236395;-0.15868;-0.084072;0.225;0.432;0.597
29-03-2019;-0.574;-0.581;-0.621884;-0.629041;-0.59757;-0.541142;-0.47182;-0.396219;-0.317226;-0.236842;-0.157035;-0.080271;0.235;0.449;0.62
01-04-2019;-0.571;-0.578;-0.618047;-0.623537;-0.587021;-0.522741;-0.445548;-0.363661;-0.278945;-0.195531;-0.114025;-0.035837;0.28;0.495;0.668
02-04-2019;-0.562;-0.581;-0.620352;-0.631972;-0.600187;-0.540131;-0.466112;-0.38588;-0.301909;-0.218408;-0.136391;-0.057918;0.256;0.472;0.645
03-04-2019;-0.564;-0.574;-0.594106;-0.600734;-0.566884;-0.501956;-0.421925;-0.335339;-0.24689;-0.159218;-0.073815;0.006905;0.323;0.544;0.717
04-04-2019;-0.552;-0.568;-0.595632;-0.604953;-0.572851;-0.510635;-0.434948;-0.352313;-0.266864;-0.181252;-0.097613;-0.019156;0.291;0.504;0.677
05-04-2019;-0.539;-0.559;-0.591019;-0.600048;-0.567615;-0.505006;-0.42779;-0.343684;-0.256961;-0.17042;-0.086395;-0.00753;0.304;0.516;0.686
08-04-2019;-0.557;-0.552;-0.594181;-0.601498;-0.567416;-0.503301;-0.424722;-0.339853;-0.252632;-0.165315;-0.081849;-0.002779;0.305;0.518;0.689
09-04-2019;-0.56;-0.555;-0.588834;-0.59682;-0.567119;-0.50807;-0.433497;-0.351718;-0.266258;-0.181249;-0.098625;-0.020175;0.292;0.504;0.672
10-04-2019;-0.564;-0.555;-0.598349;-0.612645;-0.587653;-0.532394;-0.459679;-0.377387;-0.291365;-0.20462;-0.120034;-0.040068;0.284;0.499;0.67
11-04-2019;-0.564;-0.557;-0.588529;-0.598556;-0.569838;-0.512733;-0.439259;-0.356855;-0.270339;-0.183276;-0.09811;-0.018888;0.301;0.511;0.681
12-04-2019;-0.563;-0.548;-0.579179;-0.578757;-0.538266;-0.470839;-0.388808;-0.300003;-0.20864;-0.117878;-0.030072;0.051384;0.37;0.583;0.753
15-04-2019;-0.567;-0.558;-0.580135;-0.578724;-0.538686;-0.471806;-0.39018;-0.30184;-0.210606;-0.119071;-0.031309;0.051365;0.382;0.597;0.765
16-04-2019;-0.56;-0.563;-0.588378;-0.585409;-0.543347;-0.47368;-0.38936;-0.29754;-0.204693;-0.1122;-0.023089;0.060921;0.393;0.608;0.776
17-04-2019;-0.564;-0.549;-0.591202;-0.586297;-0.53876;-0.464757;-0.378126;-0.286179;-0.192441;-0.099598;-0.010008;0.073678;0.404;0.62;0.785
18-04-2019;-0.569;-0.55;-0.595066;-0.595385;-0.556866;-0.492204;-0.413967;-0.329499;-0.241931;-0.153332;-0.067683;0.014391;0.345;0.559;0.726
23-04-2019;-0.564;-0.556;-0.59476;-0.592378;-0.550582;-0.482915;-0.40217;-0.315496;-0.22565;-0.136573;-0.050176;0.031711;0.362;0.576;0.74
24-04-2019;-0.57;-0.558;-0.602765;-0.610014;-0.577099;-0.517428;-0.443092;-0.360792;-0.27522;-0.188665;-0.103724;-0.022893;0.304;0.515;0.676
25-04-2019;-0.569;-0.562;-0.605668;-0.612254;-0.578342;-0.517175;-0.442309;-0.359233;-0.272232;-0.184419;-0.098007;-0.017017;0.313;0.526;0.689
26-04-2019;-0.573;-0.564;-0.607805;-0.616168;-0.584566;-0.526162;-0.451726;-0.369414;-0.282691;-0.194755;-0.109052;-0.026537;0.298;0.511;0.673
29-04-2019;-0.569;-0.574;-0.592591;-0.600849;-0.567703;-0.507102;-0.430897;-0.34645;-0.257223;-0.167785;-0.080521;0.002384;0.323;0.536;0.698
30-04-2019;-0.583;-0.569;-0.592369;-0.602468;-0.566576;-0.503146;-0.424965;-0.338723;-0.249314;-0.159226;-0.071297;0.011775;0.332;0.544;0.701
02-05-2019;-0.582;-0.57;-0.595235;-0.606647;-0.570033;-0.50333;-0.421735;-0.33208;-0.239006;-0.146;-0.055752;0.02821;0.352;0.565;0.724
03-05-2019;-0.582;-0.572;-0.594513;-0.608598;-0.570921;-0.504117;-0.422479;-0.333718;-0.241892;-0.150118;-0.061095;0.022217;0.347;0.559;0.718
06-05-2019;-0.582;-0.572;-0.60124;-0.618113;-0.58222;-0.517233;-0.437337;-0.350291;-0.259751;-0.168367;-0.080637;0.002614;0.332;0.545;0.705
07-05-2019;-0.58;-0.574;-0.613594;-0.62865;-0.601549;-0.54413;-0.469912;-0.387109;-0.299384;-0.211194;-0.124798;-0.042317;0.287;0.502;0.663
08-05-2019;-0.576;-0.577;-0.621107;-0.637889;-0.609432;-0.550097;-0.474573;-0.390791;-0.303874;-0.216142;-0.130134;-0.048303;0.278;0.49;0.65
09-05-2019;-0.584;-0.579;-0.626898;-0.647821;-0.618421;-0.557155;-0.480604;-0.395964;-0.307533;-0.218394;-0.13098;-0.048739;0.273;0.487;0.648
10-05-2019;-0.597;-0.581;-0.621123;-0.640268;-0.61306;-0.554295;-0.478044;-0.392784;-0.303291;-0.213106;-0.125122;-0.042361;0.281;0.495;0.655
13-05-2019;-0.597;-0.578;-0.625499;-0.65156;-0.627094;-0.570906;-0.49759;-0.415759;-0.329634;-0.241979;-0.157188;-0.076176;0.248;0.459;0.618
14-05-2019;-0.597;-0.581;-0.628465;-0.656188;-0.63176;-0.574192;-0.499095;-0.415417;-0.327175;-0.238986;-0.153128;-0.07165;0.247;0.461;0.618
15-05-2019;-0.588;-0.581;-0.635978;-0.6724;-0.652625;-0.598201;-0.525848;-0.444311;-0.359132;-0.272924;-0.188403;-0.108138;0.213;0.422;0.579
16-05-2019;-0.581;-0.581;-0.627504;-0.663042;-0.644079;-0.5894;-0.516731;-0.434428;-0.347666;-0.26002;-0.174112;-0.093392;0.218;0.43;0.588
17-05-2019;-0.584;-0.576;-0.612771;-0.658111;-0.644365;-0.593011;-0.52268;-0.442867;-0.358341;-0.272452;-0.187921;-0.107707;0.212;0.424;0.585
20-05-2019;-0.581;-0.577;-0.611849;-0.65472;-0.638879;-0.585725;-0.512638;-0.429644;-0.341847;-0.252576;-0.166494;-0.08449;0.234;0.45;0.609
21-05-2019;-0.579;-0.573;-0.601727;-0.636357;-0.620709;-0.568011;-0.49469;-0.410796;-0.321286;-0.231475;-0.144052;-0.061153;0.261;0.479;0.64
22-05-2019;-0.575;-0.572;-0.60227;-0.645211;-0.63362;-0.584639;-0.514837;-0.433503;-0.347122;-0.259089;-0.172624;-0.090445;0.238;0.457;0.618
23-05-2019;-0.577;-0.581;-0.609066;-0.652857;-0.644072;-0.59881;-0.533762;-0.457253;-0.374547;-0.289418;-0.204739;-0.12416;0.203;0.421;0.583
24-05-2019;-0.575;-0.582;-0.61197;-0.650349;-0.638316;-0.59114;-0.524361;-0.447043;-0.364173;-0.279308;-0.195311;-0.115141;0.205;0.422;0.584
27-05-2019;-0.572;-0.581;-0.620804;-0.665165;-0.654693;-0.609188;-0.54432;-0.469125;-0.388228;-0.304645;-0.222819;-0.143723;0.172;0.387;0.547
28-05-2019;-0.572;-0.583;-0.621083;-0.663434;-0.658402;-0.617574;-0.555911;-0.482758;-0.40272;-0.320612;-0.238944;-0.1599;0.158;0.374;0.533
29-05-2019;-0.576;-0.59;-0.625876;-0.668595;-0.664093;-0.62558;-0.566125;-0.494824;-0.41662;-0.334642;-0.25329;-0.174645;0.137;0.349;0.507
30-05-2019;-0.581;-0.596;-0.625611;-0.66975;-0.665164;-0.626419;-0.567133;-0.495285;-0.416404;-0.334438;-0.25228;-0.173551;0.145;0.358;0.517
31-05-2019;-0.58;-0.602;-0.645959;-0.687849;-0.682822;-0.646675;-0.589661;-0.519888;-0.442847;-0.362561;-0.282205;-0.204986;0.107;0.315;0.473
03-06-2019;-0.582;-0.598;-0.633089;-0.669967;-0.666289;-0.632477;-0.577888;-0.510767;-0.436342;-0.358048;-0.280448;-0.204794;0.102;0.305;0.461
04-06-2019;-0.576;-0.592;-0.632616;-0.666529;-0.663127;-0.630362;-0.577555;-0.511595;-0.436852;-0.358603;-0.280106;-0.204114;0.095;0.296;0.452
05-06-2019;-0.581;-0.603;-0.644831;-0.690518;-0.695023;-0.664635;-0.610479;-0.540956;-0.463423;-0.382493;-0.302094;-0.225195;0.08;0.286;0.447
06-06-2019;-0.576;-0.591;-0.626632;-0.663023;-0.665176;-0.636038;-0.586171;-0.523092;-0.452458;-0.37846;-0.304136;-0.232834;0.05;0.249;0.404
07-06-2019;-0.576;-0.594;-0.635978;-0.678716;-0.684728;-0.659001;-0.610959;-0.548584;-0.477871;-0.403506;-0.329142;-0.258048;0.021;0.212;0.371
11-06-2019;-0.576;-0.6;-0.639597;-0.679612;-0.683575;-0.653999;-0.60161;-0.53538;-0.4609;-0.383854;-0.307324;-0.233482;0.068;0.269;0.431
12-06-2019;-0.579;-0.605;-0.64011;-0.68289;-0.684836;-0.653511;-0.600564;-0.534045;-0.460444;-0.38364;-0.307075;-0.233495;0.058;0.256;0.414
13-06-2019;-0.589;-0.607;-0.64403;-0.683415;-0.682635;-0.650529;-0.598756;-0.534545;-0.463331;-0.389231;-0.315229;-0.244556;0.047;0.242;0.399
14-06-2019;-0.56;-0.604;-0.666042;-0.705537;-0.69979;-0.663953;-0.609396;-0.543608;-0.471696;-0.397613;-0.324434;-0.254873;0.023;0.211;0.364
17-06-2019;-0.584;-0.575;-0.660256;-0.700811;-0.696481;-0.660772;-0.605091;-0.537469;-0.46326;-0.386359;-0.311576;-0.239987;0.041;0.232;0.388
18-06-2019;-0.599;-0.598;-0.714706;-0.769154;-0.77156;-0.737984;-0.681445;-0.61158;-0.535267;-0.45875;-0.384576;-0.313998;-0.032;0.158;0.315
19-06-2019;-0.601;-0.592;-0.692765;-0.737268;-0.732259;-0.696;-0.641192;-0.575036;-0.503283;-0.429387;-0.356537;-0.287287;-0.013;0.18;0.338
20-06-2019;-0.601;-0.608;-0.712465;-0.76171;-0.758164;-0.720347;-0.66418;-0.597342;-0.525213;-0.451881;-0.380337;-0.313701;-0.057;0.132;0.295
21-06-2019;-0.603;-0.607;-0.706308;-0.743808;-0.734078;-0.692906;-0.634334;-0.566182;-0.493204;-0.419069;-0.346722;-0.278856;-0.021;0.174;0.337
24-06-2019;-0.607;-0.615;-0.716086;-0.752468;-0.744614;-0.706974;-0.651351;-0.585545;-0.514389;-0.441477;-0.371361;-0.305025;-0.046;0.142;0.308
25-06-2019;-0.616;-0.622;-0.709505;-0.753418;-0.749977;-0.715214;-0.662643;-0.600136;-0.53178;-0.462049;-0.393409;-0.327789;-0.07;0.122;0.289
26-06-2019;-0.605;-0.616;-0.698951;-0.741324;-0.734514;-0.694993;-0.638839;-0.573469;-0.504011;-0.433256;-0.363981;-0.298308;-0.041;0.149;0.315
27-06-2019;-0.613;-0.619;-0.706788;-0.749824;-0.744622;-0.707942;-0.654523;-0.591427;-0.523179;-0.45317;-0.383994;-0.318622;-0.054;0.135;0.301
28-06-2019;-0.617;-0.628;-0.714114;-0.760613;-0.756052;-0.719573;-0.665185;-0.600698;-0.53088;-0.459395;-0.389149;-0.322713;-0.055;0.139;0.309
01-07-2019;-0.62;-0.634;-0.71605;-0.767845;-0.77002;-0.738783;-0.687553;-0.625;-0.556413;-0.485397;-0.416249;-0.349707;-0.077;0.12;0.292
02-07-2019;-0.625;-0.641;-0.726961;-0.776698;-0.777136;-0.745688;-0.695634;-0.634929;-0.567751;-0.498501;-0.429484;-0.362447;-0.079;0.122;0.295
03-07-2019;-0.627;-0.644;-0.722283;-0.770063;-0.769754;-0.739091;-0.691334;-0.63399;-0.571916;-0.507506;-0.44296;-0.380057;-0.114;0.082;0.252
04-07-2019;-0.624;-0.646;-0.727571;-0.77639;-0.777195;-0.74722;-0.700971;-0.646051;-0.586331;-0.523898;-0.460291;-0.398003;-0.123;0.073;0.242
05-07-2019;-0.621;-0.641;-0.720059;-0.76682;-0.764096;-0.72988;-0.678625;-0.618655;-0.554306;-0.488271;-0.42256;-0.359132;-0.08;0.115;0.286
08-07-2019;-0.617;-0.643;-0.709873;-0.759703;-0.756623;-0.722756;-0.672956;-0.615488;-0.553785;-0.489429;-0.42528;-0.361819;-0.083;0.112;0.282
09-07-2019;-0.621;-0.64;-0.709228;-0.75465;-0.749195;-0.714504;-0.664055;-0.605434;-0.541853;-0.476535;-0.411097;-0.347026;-0.07;0.126;0.297
10-07-2019;-0.624;-0.637;-0.704504;-0.748279;-0.738226;-0.69732;-0.64023;-0.574559;-0.505118;-0.434181;-0.364066;-0.296773;-0.021;0.177;0.349
11-07-2019;-0.629;-0.644;-0.706462;-0.744703;-0.727472;-0.679861;-0.617388;-0.546936;-0.472478;-0.396731;-0.321909;-0.251059;0.034;0.238;0.413
12-07-2019;-0.623;-0.642;-0.706056;-0.743167;-0.725361;-0.676861;-0.612697;-0.540464;-0.464178;-0.386852;-0.311075;-0.239507;0.052;0.254;0.433
15-07-2019;-0.623;-0.647;-0.711265;-0.750324;-0.737524;-0.694749;-0.635813;-0.568756;-0.497402;-0.424096;-0.35257;-0.283587;-0.002;0.199;0.375
16-07-2019;-0.622;-0.649;-0.717112;-0.753393;-0.740198;-0.697378;-0.638137;-0.570276;-0.497516;-0.424011;-0.351946;-0.283143;-0.001;0.202;0.377
17-07-2019;-0.621;-0.656;-0.726129;-0.767457;-0.760469;-0.723196;-0.668409;-0.603709;-0.534374;-0.463077;-0.392296;-0.324145;-0.041;0.158;0.332
18-07-2019;-0.624;-0.663;-0.731002;-0.769094;-0.766016;-0.732179;-0.68033;-0.617735;-0.549188;-0.478072;-0.406836;-0.338496;-0.057;0.145;0.322
19-07-2019;-0.626;-0.667;-0.743117;-0.784769;-0.783151;-0.749488;-0.696738;-0.633118;-0.563697;-0.492128;-0.421193;-0.353482;-0.065;0.142;0.321
22-07-2019;-0.612;-0.664;-0.745684;-0.790908;-0.791496;-0.760441;-0.710266;-0.649112;-0.581543;-0.510614;-0.440435;-0.371978;-0.088;0.116;0.293
23-07-2019;-0.613;-0.663;-0.747329;-0.793906;-0.794911;-0.763702;-0.714055;-0.654014;-0.587381;-0.518134;-0.448414;-0.380098;-0.094;0.111;0.289
24-07-2019;-0.62;-0.671;-0.74941;-0.797944;-0.800545;-0.769573;-0.721066;-0.663121;-0.600233;-0.534345;-0.467448;-0.401546;-0.122;0.079;0.255
25-07-2019;-0.607;-0.653;-0.736652;-0.783029;-0.78491;-0.754062;-0.706008;-0.648343;-0.584966;-0.518314;-0.450239;-0.383497;-0.098;0.107;0.287
26-07-2019;-0.612;-0.65;-0.726233;-0.772797;-0.778451;-0.752236;-0.708637;-0.655452;-0.596221;-0.533205;-0.468401;-0.404233;-0.123;0.073;0.256
29-07-2019;-0.611;-0.658;-0.740962;-0.78449;-0.78912;-0.762059;-0.718506;-0.666304;-0.608487;-0.547152;-0.48376;-0.420638;-0.139;0.055;0.237
30-07-2019;-0.611;-0.659;-0.738885;-0.784117;-0.788821;-0.761872;-0.718693;-0.667306;-0.610217;-0.549888;-0.48772;-0.425367;-0.151;0.039;0.222
31-07-2019;-0.616;-0.669;-0.745978;-0.798039;-0.810091;-0.789721;-0.751335;-0.702817;-0.64765;-0.588319;-0.526614;-0.465081;-0.195;-0.017;0.17
01-08-2019;-0.627;-0.677;-0.745532;-0.798751;-0.812167;-0.792222;-0.754805;-0.707934;-0.655061;-0.598067;-0.538546;-0.479175;-0.213;-0.041;0.141
02-08-2019;-0.632;-0.689;-0.760477;-0.809803;-0.822911;-0.805118;-0.771446;-0.729617;-0.682277;-0.630762;-0.576501;-0.521663;-0.28;-0.128;0.049
05-08-2019;-0.632;-0.7;-0.780478;-0.83545;-0.847336;-0.828249;-0.793863;-0.751916;-0.704677;-0.652925;-0.599029;-0.543946;-0.294;-0.141;0.031
06-08-2019;-0.634;-0.702;-0.787716;-0.845284;-0.859976;-0.842981;-0.810144;-0.769577;-0.723415;-0.673344;-0.620391;-0.566111;-0.32;-0.171;0.002
07-08-2019;-0.634;-0.714;-0.822538;-0.883865;-0.899608;-0.88351;-0.851045;-0.810041;-0.763859;-0.713723;-0.661299;-0.608612;-0.372;-0.228;-0.055
08-08-2019;-0.642;-0.717;-0.808265;-0.876081;-0.893116;-0.87605;-0.840819;-0.795208;-0.74315;-0.687246;-0.629656;-0.573244;-0.335;-0.178;0.003
